Москва:
id товара,наименование,ссылка на товар,регулярная цена,промо цена,бренд
155678,"Корм сухой для котят, с курицей, 400 гр.",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/korm-sukhoy-dlya-kotyat-s-kuritsey-1.html,599,480,Grandin
146223,"WOW Сухой корм для стерилизованных кошек с цыпленком, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-cyplenkom.html,839,714,AlphaPet
94819,"Urinary S/O корм для кошек при заболеваниях дистального отдела мочевыделительной системы, модератор калорий, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/korm-suhoy-dlya-koshek-urinari-s-o-moderator-kaloriy.html,2599,2599,Royal Canin
45710,"Indoor 27 корм для домашних кошек c нормальным весом от 1 до 7 лет, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Indoor_27_suhoy_korm_dlya_domashnih_koshek.html,2517,2140,Royal Canin
146688,"Indoor сухой корм для кошек с ягненком, рисом и горохом, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-indor-s-yagnenkom-risom-i-gorohom.html,1689,1689,UNICA
41895,"Elegant сухой корм для взрослых кошек для здоровья шерсти и кожи с лососем, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_suhoy_korm_dlya_koshek_s_chuvstvitelnoy_kogey_so_vkusomososya_i_risa.html,1869,1869,PRO PLAN®
45696,"Delicate Сухой корм для взрослых кошек с чувствительным пищеварением, с индейкой, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_Delicate_suhoy_korm_dlya_koshek_s_chuvstvitelnym_pishchevareniem_indeykaris.html,559,559,PRO PLAN®
41909,"Hairball Care корм для взрослых кошек в целях профилактики образования волосяных комочков в ЖКТ, 400 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Intense_Hairball_34_suhoy_korm_dlya_koshek_dlya_vyvoda_shersti.html,685,685,Royal Canin
104589,"Science Plan Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с ягненком, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_Standard_suhoy_korm_dlya_koshek_yagnenok.html,2019,2019,Hill's
131692,"Nature Elements Сухой корм для взрослых кошек с чувствительным пищеварением или особыми предпочтениями в еде, с высоким содержанием индейки, 1,4 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pro-plan-natel-koshka-pishch-ind-10x200g.html,1935,1548,PRO PLAN®
42555,"UR ST/OX Urinary Сухой диетический корм для кошек при болезнях нижних отделов мочевыводящих путей, с океанической рыбой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/Purina_Veterinary_Diets_UR_dieticheskiy_suhoy_korm_dlya_koshek_pri_MKB_s_okeanicheskoy_ryboy.html,2879,2879,PRO PLAN® Veterinary Diets
31128,"Ageing Sterilised 12+ корм для стерилизованных кошек старше 12 лет, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-sterilayzd-12-pak-400-g.html,2375,2019,Royal Canin
105178,"Prescription Diet Gastrointestinal Biome Сухой диетический корм для кошек при расстройствах пищеварения и для заботы о микробиоме кишечника, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/hills-suh-1-5kg-d-koshek-biom-zabolevaniya-zhkt.html,4167,3126,Hill's
146691,"Outdoor сухой корм для кошек с уткой, рисом и апельсинами, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-autdor-s-utkoy-risom-i-apelsinami.html,1689,1689,UNICA
43043,"Kitten Maine Coon корм для котят породы мейн-кун в возрасте до 15 месяцев, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_suhoy_korm_dlya_kotyat_krupnyh_porod_Meyn_Kun_s_ptitsey.html,2815,2393,Royal Canin
42550,"OM ST/OX Obesity Management Сухой диетический корм для кошек для снижения избыточной массы тела, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/Purina_Veterinary_Diets_OM_dieticheskiy_suhoy_korm_dlya_koshek_pri_ogirenii.html,3365,3365,PRO PLAN® Veterinary Diets
70056,"Science Plan Sensitive Stomach & Skin Сухой корм для кошек с чувствительным пищеварением и кожей, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills_suh_5kg_dlya_koshek_s_chuvstvitelnoy_kogey_i_geludkom_sensitivestomach_-_skin_1022815.html,2739,2739,Hill's
137205,"OCEAN CAT корм сухой для взрослых кошек, с треской, спельтой, овсом и апельсином, 1,5кг",https://4lapy.ru/catalog/koshki/korm-koshki/kholistik/farmina-n-d-oushen-ket-treska-spelta-oves-i-apelsin-dlya-vzroslyh-koshek-300g.html,3595,3236,Farmina
45707,"Fit 32 корм для бывающих на улице кошек в возрасте от 1 до 7 лет, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Fit_32_suhoy_korm_dlya_koshek_s_umerennoy_aktivnostyu.html,2289,1946,Royal Canin
117443,"LiveClear Sterilised сухой корм для взрослых кошек для снижения количество аллергенов в шерсти с лососем, 1,4 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-pro-plan-liveclear-dlya-sterilizovannyh-koshek-i-kastrirovannyh-kotov-ot-1-goda-s-vysokim-soderzhaniem-lososya-paket-1-4-kg.html,2339,1872,PRO PLAN®
137193,"OCEAN CAT корм сухой для взрослых кошек, с сельдью, тыквой и апельсином, 1,5кг",https://4lapy.ru/catalog/koshki/korm-koshki/kholistik/farmina-n-d-oushen-ket-seld-tykva-i-apelsin-dlya-vzroslyh-koshek-300g.html,3595,3236,Farmina
139519,"Premium Cat Adult Chicken сухой корм для взрослых кошек с курицей, 2кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/premium-cat-adult-chicken-suhoy-korm-dlya-vzroslyh-koshek-s-kuricey-400g.html,1089,1089,Brit
142898,"Корм для стерилизованных кошек с лососем, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-dlya-sterilizovannyh-koshek-s-lososem.html,959,959,DELICANA
135828,"Корм сухой для котят с цыпленком и рисом, 1 кг",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/korm-suhoy-dlya-kotyat-s-cyplenkom-i-risom.html,689,689,UnoCat
139527,"Premium Cat Sensitive сухой корм для кошек с чувствительным пищеварением с ягненком и индейкой, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/premium-cat-sensitive-suhoy-korm-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-indeykoy-400g.html,1279,1279,Brit
135829,"Корм сухой для взрослых стерилизованных кошек с цыпленком, лососем и рисом, 1 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-sterilizovannyh-koshek-s-cyplenkom-lososem-i-risom.html,729,729,UnoCat
48615,"Hair and Skin Care 33 корм для взрослых кошек в целях поддержания здоровья кожи и шерсти, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Hair_Skin_33_suhoy_korm_dlya_koshek_dlya_zdorovya_shersti_i_kogi.html,3115,3115,Royal Canin
108467,"Sterilised сухой корм для взрослых кошек для стерилизованных c уткой и печенью, 400 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pro-plan-cat-d-ster-utka-pechen-400g.html,609,609,PRO PLAN®
146270,"Корм сухой для котят, с индейкой, 1,5 кг",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/korm-suhoy-dlya-kotyat-s-indeykoy.html,1065,1065,Sirius
86952,"Science Plan Urinary Health Сухой корм для взрослых кошек, склонных к мочекаменной болезни, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/science-plan-sterilised-cat-urinary-health-korm-dlya-sterilizovannyhkoshek-s-kuricey.html,2955,2217,Hill's
45824,"Prescription Diet c/d Multicare Urinary Stress Сухой диетический корм для кошек при профилактике цистита и мочекаменной болезни (мкб), в том числе вызванные стрессом, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/Hills_CD_dieticheskiy_suhoy_korm_dlya_koshek_Urinary_Stress_kuritsey_1008091.html,3367,3367,Hill's
146232,"Сухой корм для взрослых кошек с говядиной и печенью, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-govyadinoy-i-pechenyu1.html,1529,1529,AlphaPet
46728,"Science Plan Сухой корм для взрослых стерилизованных кошек и кастрированных котов, с курицей, 300 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_suhoy_korm_dlya_kastrirovannyh_kotov_6_mes_6et.html,517,517,Hill's
146268,"Корм сухой для взрослых кошек, мясной рацион, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-myasnoy-racion.html,1035,828,Sirius
89553,"Prescription Diet c/d Multicare Stress and Metabolic Сухой диетический корм для кошек при профилактике цистита, вызванного стрессом и способствует снижению и контролю веса, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/hills-suh-1-5kg-dlya-koshek-metabolik-stress.html,2700,2025,Hill's
42542,"DM ST/OX Diabetes Management Сухой диетический корм для кошек при сахарном диабете, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/Purina_Veterinary_Diets_DM_dieticheskiy_suhoy_korm_dlya_koshek_pri_diabete_pak__15kg_1002270.html,3165,3165,PRO PLAN® Veterinary Diets
117439,"LiveClear Kitten сухой корм для котят для снижения количество аллергенов в шерсти с индейкой, 1,4 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-pro-plan-liveslear-dlya-kotyat-do-1-goda-s-vysokim-soderzhaniem-indeyki-paket-1-4-kg.html,2339,1872,PRO PLAN®
115280,Проплан сух 400г Д/кот Киттен кур/рис (400г+400г),https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/Pro_Plan_Kitten_suhoy_korm_dlya_kotyat_kuritsaris.html,549,549,PRO PLAN®
41888,"Original Adult Сухой корм для поддержания здоровья почек у взрослых кошек, с курицей, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_Adult_suhoy_korm_dlya_koshek_kuritsaris.html,525,525,PRO PLAN®
117446,"LiveClear Sterilised сухой корм для взрослых кошек для снижения количество аллергенов в шерсти с индейкой, 2,8 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-pro-plan-liveclear-dlya-sterilizovannyh-koshek-i-kastrirovannyh-kotov-ot-1-goda-s-vysokim-soderzhaniem-indeyki-paket-1-4-kg.html,4615,3692,PRO PLAN®
143075,"Prescription Diet c/d Multicare Urinary Stress Сухой диетический корм для кошек при профилактике цистита и мочекаменной болезни (мкб), в том числе вызванные стрессом, с океанической рыбой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/pd-c-d-korm-d-kosh-stress-ryba-6h400g.html,3367,3367,Hill's
148057,"Veterinary Diets NF Renal Function Advanced care (Поздняя стадия) сухой корм для взрослых кошек для поддержания функции почек при хронической почечной недостаточности, 350 г",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/veterinary-diets-nf-suhoy-korm-advanced-care-dlya-podderzhaniya-funkcii-pochek-na-pozdney-stadii-1-5kg.html,869,869,PRO PLAN® Veterinary Diets
43391,"Hepatic HF26 корм для кошек при заболеваниях печени, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/Royal_Canin_Hepatic_HF26_Feline_korm_suhoy_dieticheskiy_suhoy_korm_dlya_koshek_pri_boleznyah_pecheni.html,4137,4137,Royal Canin
147245,"Sterilised сухой корм для взрослых кошек для стерилизованных с говядиной и пшеницей, 3 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-govyadina-i-pshenica.html,1835,1468,Purina ONE®
48533,"HP ST/OX Сухой диетический корм для кошек при хронической печеночной недостаточности, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/Purina_Veterinary_Diets_HP_dieticheskiy_suhoy_korm_dlya_koshek_patologiya_pecheni_15_kg_1015901.html,3347,3347,PRO PLAN® Veterinary Diets
119995,"Vet Life Neutered Male диетический сухой корм для стерилизованных котов, с курицей, 400г",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/vet-life-natural-diet-cat-neutered-male-400-gr.html,789,789,Farmina
146235,"Сухой корм для котят с цыпленком, 1,5 кг",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/korm-suhoy-dlya-kotyat-s-cyplenkom.html,1605,1365,AlphaPet
139523,"Корм сухой для взрослых кошек лосось, 2кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-losos.html,1089,1089,Brit
108463,"Sterilised сухой корм для взрослых кошек для стерилизованных с треской и форелью, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-cat-d-ster-treska-forel-400g.html,2075,1660,PRO PLAN®
135830,"Корм сухой для взрослых привередливых кошек с ягненком, 1 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-priveredlivyh-koshek-s-yagnenkom.html,689,689,UnoCat
113375,"Корм сухой кошек Гастроинтестинал Хэирбол Контрол, 400 г",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/korm-suhoy-koshek-gastrointestinal-heirbol-kontrol.html,875,875,Royal Canin
104635,"Science Plan Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с уткой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-vzroslyh-koshek-dlya-podderzhaniya-zhiznennoy-energii-i-immuniteta-s-utkoy-300-g.html,2345,2345,Hill's
155317,"Adult Sterilized Lightness Сухой корм для стерилизованных кошек, с уткой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-laytness-s-utkoy-300-g.html,1249,1249,UNICA
146221,"WOW Сухой корм для взрослых кошек с говядиной и печенью, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-govyadinoy-i-pechenyu.html,859,859,AlphaPet
86134,"Sterilised сухой корм для взрослых кошек для поддержания органов чувств у стерилизованных с лососем, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-400g-dlya-sterilizovannyh-koshek-chuvstvitelnoe-pishchevarenie-s.html,2075,1660,PRO PLAN®
110849,"Sterilized Корм сухой для стерилизованных кошек, с тунцом, 1.5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-tuncom.html,1199,1199,Wellkiss
42562,"Diabetic DS46 корм для кошек при сахарном диабете, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/Royal_Canin_Diabetic_dieticheskiy_suhoy_korm_dlya_koshek_pri_saharnom_diabete.html,3155,3155,Royal Canin
41162,"Urinary Care корм для взрослых кошек в целях профилактики мочекаменной болезни, 400г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-royal-kanin-dlya-koshek-urinari-pak-2-kg.html,685,685,Royal Canin
131685,"Nature Elements сухой корм для взрослых кошек для стерилизованных с курицей, 1,4 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-1-4kg-d-kosh-nat-steril-kur.html,1935,1548,PRO PLAN®
48201,"British Shorthair Kitten корм для британских короткошерстных котят в возрасте до 12 месяцев, 400 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_British_Shorthair_Kitten_korm_dlya_kotyat_porody_Britanskaya_korotkosherstnaya.html,615,615,Royal Canin
143089,"Prescription Diet k/d and Mobility Сухой диетический корм для кошек для поддержания здоровья почек и суставов, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/pd-k-d-mob-korm-d-kosh-poch-sustavy-6h1-5kg.html,4457,4457,Hill's
50341,"Light сухой корм для взрослых кошек при избыточном весе с индейкой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Planight_suhoy_korm_dlya_koshek_nizkokaloriynyy_indeykaris.html,1869,1869,PRO PLAN®
104603,"Science Plan Сухой корм для котят для здорового роста и развития, с тунцом, 300 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_suhoy_korm_dlya_kotyat_i_beremennyh_koshek_tunets.html,479,360,Hill's
146273,"Корм сухой для взрослых кошек с лососем и рисом, 1,5 к",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-lososem-i-risom.html,1025,820,Sirius
147247,"Kitten сухой корм для котят с курицей и цельными злаками, 750 г",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/korm-suhoy-dlya-kotyat-kurica-i-zlaki.html,537,430,Purina ONE®
146226,"WOW Сухой корм для взрослых кошек с уткой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-utkoy.html,835,835,AlphaPet
104601,"Science Plan Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с тунцом, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_Standard_suhoy_korm_dlya_koshek_tunets.html,2345,2345,Hill's
165078,"Acti Protect Expert Care Nutrition Сухой корм для стерилизованных кошек, с индейкой 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-sukhoy-acti-protect-dlya-sterilizovannykh-koshek-s-indeykoy-1-5kg.html,2085,1668,PRO PLAN®
159396,"Natural Cat Сухой корм для стерилизованных кошек с цыпленком и коричневым рисом, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-dlya-sterilizovannyh-koshek-cyplenok-i-korichnevyy-ris-pak-1-5kg.html,1920,1920,Guabi Natural
146277,"Корм сухой для стерилизованных кошек, с уткой и клюквой, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-utkoy-i-klyukvoy.html,299,240,Sirius
119997,"Vet Life Neutered Female диетический сухой корм для стерилизованных кошек, с курицей, 400г",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/vet-life-natural-diet-cat-neutered-female-400-gr.html,789,789,Farmina
157367,"Корм сухой для стерилизованных кошек, с индейкой, 7 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-indeykoy-mesh-7kg.html,7699,6930,PRO PLAN®
147243,"Housecat сухой корм для взрослых кошек при домашнем образе жизни с индейкой и цельными злаками, 3 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-domashnih-koshek-indeyka-i-zlaki.html,1835,1468,Purina ONE®
42600,"Prescription Diet l/d Сухой диетический корм для кошек при заболеваниях печени, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/Hills_LD_dieticheskiy_suhoy_korm_dlya_koshek_pri_zabolevaniyah_pecheni_1004602.html,3999,3999,Hill's
147242,"Sterilised сухой корм для взрослых кошек для стерилизованных с лососем и пшеницей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-losos-i-pshenica.html,999,800,Purina ONE®
159398,"Natural Cat Сухой корм для стерилизованных кошек с лососем и ячменем, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-dlya-sterilizovannyh-koshek-losos-i-yachmen-pak-1-5kg.html,1920,1920,Guabi Natural
84509,"Kitten Sterilised корм сухой для котят от 6-12 месяцев, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-royal-kanin-sterilayzd-pak-400-g.html,2375,2019,Royal Canin
147240,"Sterilised сухой корм для взрослых кошек для стерилизованных с курицей и цельными злаками, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-kurica-i-zlaki.html,999,800,Purina ONE®
41945,"Indoor 7+ корм для пожилых домашних кошек старше 7 лет, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Indoor_Mature_27_korm_dlya_domashnih_koshek_starshe_7let.html,1905,1620,Royal Canin
157379,"EN ST/OX Gastrointestinal Сухой диетический корм для кошек при расстройствах пищеварения, 5 кг",https://4lapy.ru/catalog/veterinarnaya-apteka/koshka/dieticheskiy-korm-koshki/korm-suhoy-dlya-koshek-en-dlya-pishchevareniya-mesh-5kg.html,8915,8915,PRO PLAN® Veterinary Diets
145545,"Корм сухой для стерилизованных кошек с кроликом 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-krolikom1.html,989,792,Grand Prix
143061,"Prescription Diet Metabolic Сухой диетический корм для кошек, способствующий снижению и контролю веса, с курицей, 3 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/pd-meta-korm-d-kosh-korrek-vesa-3kg.html,6159,6159,Hill's
104623,"Science Plan Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с курицей, 3 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-dlya-koshek-kurica-mesh-5kg.html,4427,4427,Hill's
159179,"Science Plan Culinary Creations Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с лососем и морковью, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-s-lososem-i-morkovyu-pak-1-5kg.html,2459,1845,Hill's
41930,"Persian Adult корм для персидских кошек старше 12 месяцев, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Persian_korm_suhoy_dlya_persidskih_koshek.html,2859,2431,Royal Canin
93835,"Delicate сухой корм для пожилых кошек при чувствительном пищеварении с индейкой, 3 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-1-5kg-dlya-koshek-dlya-chuvstvitelnogo-pishchevareniya-7-sindeykoy.html,3699,3699,PRO PLAN®
112317,"Sterilised сухой корм для котят для стерилизованных с лососем, 400 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pro-plan-sterilised-kitten-salmon-8x400g.html,549,549,PRO PLAN®
145541,"Корм сухой для котят с лососем 1,5 кг",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/korm-suhoy-dlya-kotyat-s-lososem.html,889,712,Grand Prix
157363,"Корм сухой для взрослых кошек, с индейкой и цельными злаками, 9,75 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-indeykoy-i-celnymi-zlakami-mesh-9-75kg.html,5625,5063,Purina ONE®
76949,"Protein Exigent корм для кошек, привередливых к составу продукта, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-royal-kanin-dlya-koshek-protein-ekzidzhent-pak-400-g.html,2517,2140,Royal Canin
124450,"Appetite Control Care корм сухой для кошек для контроля аппетита, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-appetayt-kontrol-kea.html,3115,2648,Royal Canin
143077,"Prescription Diet k/d Сухой диетический корм для кошек при хронической болезни почек, с курицей, 3 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/pd-k-d-korm-d-kosh-d-pochek-4h3kg.html,7185,7185,Hill's
135818,"Корм сухой для кошек старше 7 лет с цыпленком, 300 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-starshe-7-let-s-cyplenkom.html,279,279,UnoCat
145547,"Корм сухой для кошек вывод шерсти с индейкой 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-vyvod-shersti-s-indeykoy.html,969,776,Grand Prix
84516,"Indoor Appetite Control корм сухой для кошек для домашних кошек, склонных к набору веса, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-indor-apetayt-kontrol-pak-400-g.html,2517,2517,Royal Canin
79925,"Science Plan Hairball Indoor Сухой корм для выведения шерсти из желудка у пожилых домашних кошек, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-senior-hairball-control-dlya-pozhilyh-koshek-vyvod-shersti-iz-zheludka.html,3179,3179,Hill's
157365,"Корм сухой для взрослых кошек, с лососем и цельными злаками, 9,75 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-lososem-i-celnymi-zlakami-mesh-9-75kg.html,5625,5063,Purina ONE®
157361,"Корм сухой для взрослых кошек, с курицей и цельными злаками, 9,75 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-kuricey-i-celnymi-zlakami-mesh-9-75kg.html,5625,5063,Purina ONE®
47007,"Adult Top Condition корм для кошек старше 1 года, с курицей, 400 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Eukanuba_Adult_suhoy_korm_dlya_vzroslyh_koshek_kuritsapechen.html,395,395,Eukanuba
105703,"Skin & Coat сухой корм для стерилизованных кошек с чувствительной кожей и шерстью, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/korm-suhoy-dlya-koshek-skin-end-koat.html,2425,2425,Royal Canin
159390,"Natural Kitten Сухой корм для котят с цыпленком и коричневым рисом, 1,5 кг",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/suhoy-korm-dlya-kotyat-cyplenok-i-korichnevyy-ris-pak-1-5kg.html,1920,1152,Guabi Natural
31132,"Siberian Adult корм для взрослых сибирских кошек старше 12 месяцев, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_Royal_Kanin_dlya_koshek_Sibirskaya_koshka.html,2859,2431,Royal Canin
143085,"Prescription Diet k/d Early Stage Сухой диетический корм для кошек при ранней стадии болезни почек, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/pd-k-d-es-korm-d-kosh-d-pochek-rs-4h3kg.html,3999,3999,Hill's
145549,"Корм сухой для кошек с чувствительным пищеварением с индейкой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-indeykoy.html,999,800,Grand Prix
