Москва:
id товара,наименование,ссылка на товар,регулярная цена,промо цена,бренд
41887,"Original Adult Optisenses Сухой корм для поддержания здоровья органов чувств у взрослых кошек, с высоким содержанием лосося, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_Adult_suhoy_korm_dlya_koshekososris.html,525,525,PRO PLAN®
45658,"Adult Sterilized/Weight Control корм для стерилизованных кошек и кошек с избыточным весом старше 1 года, с курицей, 400 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Eukanuba_Adultight_suhoy_korm_dlya_vzroslyh_sterilizovannyh_koshek_i_koshek_s_izbytochnym_vesom.html,395,395,Eukanuba
45466,"Science Plan Oral Care Сухой корм для взрослых кошек, способствующий удалению зубного камня, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Hills_Oral_Care_Uhod_za_polost_rta.html,3179,3179,Hill's
117269,"Light Weight Care корм сухой для кошек, склонных к набору лишнего веса, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-layt-veyt-kea.html,2347,2347,Royal Canin
159392,"Natural Cat Сухой корм для взрослых кошек с цыпленком и коричневым рисом, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-dlya-vzroslyh-koshek-cyplenok-i-korichnevyy-ris-pak-1-5kg.html,1920,1152,Guabi Natural
164056,"Корм сухой для взрослых кошек, с индейкой и лососем, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-indeykoy-i-lososem-400g.html,1615,1615,Brit
165080,"Acti Protect Expert Care Nutrition Сухой корм для стерилизованных кошек, с индейкой, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-sukhoy-acti-protect-dlya-sterilizovannykh-koshek-s-indeykoy-400g.html,629,504,PRO PLAN®
79966,"Light Weight Care корм для взрослых кошек в целях профилактики избыточного веса, 3,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-layt-veyt-kea-dlya-profilaktiki-izbytochno.html,685,685,Royal Canin
79946,"Prescription Diet k/d Сухой диетический корм для кошек при хронической болезни почек, с тунцом, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/hills-dieta-dlya-koshek-k-d-lechenie-zabolevaniy-pochek-profilaktika-mkb-ok.html,3999,3999,Hill's
145543,"Корм сухой для кошек с лососем 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-lososem.html,865,692,Grand Prix
139539,"Premium Cat Duck&Chicken сухой корм для стерилизованных кошек с уткой и курицей, 2кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/premium-cat-duck-chicken-suhoy-korm-dlya-sterilizovannyh-koshek-s-utkoyi-kuricey-400g.html,1259,1259,Brit
104617,"Science Plan Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с ягненком, 3 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-vzroslyh-koshek-dlya-podderzhaniya-zhiznennoy-energii-i-immuniteta-s-yagnenkom-3-kg.html,4425,4425,Hill's
41908,"Indoor Long Hair корм для длинношерстных кошек от 1 до 7 лет, 400 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Indoorong_Hair_korm_suhoy_dlya_domashnih_dlinnosherstnyh_koshek.html,555,555,Royal Canin
131683,"Nature Elements сухой корм для взрослых кошек с лососем, 1,4 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pro-plan-natel-kosh-kozhisherst-los-10x200g.html,1935,1548,PRO PLAN®
135932,"Science Plan Perfect Digestion Сухой корм для кошек для поддержания здоровья пищеварения и питания микробиома, с курицей и коричневым рисом, 1.5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sp-korm-d-kosh-ideal-pishchevarenie-1-5kg.html,3179,3179,Hill's
41923,"Siamese Adult корм для cиамских кошек старше 12 месяцев, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Siamese_Adult_38_suhoy_korm_dlya_koshek.html,2859,2431,Royal Canin
164173,"Cat Sterilised Grain Free Сухой беззерновой корм для стерилизованных кошек, лосось и чечевица, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/cat-sterilised-grain-free-sukhoy-bezzernovoy-korm-dlya-sterilizovannykh-koshek-losos-i-chechevitsa-1-5-kg.html,2490,2490,Guabi Natural
166325,"Cat Sterilised Сухой корм для стерилизованных кошек, цыпленок и коричневый рис, 7,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/cat-sterilised-sukhoy-korm-dlya-sterilizovannykh-koshek-tsyplenok-i-korichnevyy-ris-7-5-kg.html,7785,7785,Guabi Natural
143031,"Prescription Diet j/d Сухой диетический корм для кошек способствует поддержанию здоровья и подвижности суставов, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/pd-j-d-korm-d-kosh-d-sustav-6h1-5kg.html,3907,3907,Hill's
143399,"LiveClear Kitten сухой корм для котят для снижения количество аллергенов в шерсти с индейкой, 400 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-sukhoy-dlya-kotyat-s-indeykoy.html,705,564,PRO PLAN®
143095,"Science Plan No Grain Беззлаковый сухой корм для взрослых кошек, с курицей, 1.5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sp-korm-d-vzr-kosh-b-z-kur-kart-6-1-5kg.html,2807,2807,Hill's
104621,"Science Plan Сухой корм для пожилых кошек (старше 7 лет) для поддержания здоровья в период старения, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_Standard_suhoy_korm_dlya_koshek_krolik.html,2435,2435,Hill's
97750,"Sphynx kitten корм сухой для котят породы сфинкс младше 12 месяцев, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-sfinks.html,2815,2393,Royal Canin
45660,"Kitten Healthy Start корм для котят от 1 до 12 месяцев, с курицей, 400 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Eukanuba_Kitten_Complete_suhoy_korm_dlya_kotyat_kuritsapechen.html,395,395,Eukanuba
159388,"Natural Kitten Сухой корм для котят с цыпленком и коричневым рисом, 500 г",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/suhoy-korm-dlya-kotyat-cyplenok-i-korichnevyy-ris-pak-500g.html,789,395,Guabi Natural
159394,"Natural Cat Сухой корм для стерилизованных кошек с цыпленком и коричневым рисом, 500 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-dlya-sterilizovannyh-koshek-cyplenok-i-korichnevyy-ris-pak-500g.html,789,789,Guabi Natural
164050,"Корм сухой для стерилизованных кошек, с индейкой и уткой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-indeykoy-i-utkoy-1-5kg.html,1645,1645,Brit
164060,"Корм сухой для стерилизованных кошек, с индейкой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-indeykoy-400g.html,1615,1615,Brit
31120,"Oral Care Корм для кошек для профилактики образования зубного налета и зубного камня, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-oral-kea-gigiena-polosti-rta-i-profilakt.html,685,685,Royal Canin
31165,"Science Plan Hairball Indoor Сухой корм для выведения шерсти из желудка у домашних кошек, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_domashnih_koshek_Hills_Indor_kuritsa.html,3179,3179,Hill's
31126,"Persian Kitten корм для персидских котят в возрасте до 12 месяцев, 400 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_Royal_Kanin_dlya_kotyat_Kitten_Persian_32_persidskaya.html,615,615,Royal Canin
164052,"Корм сухой для котят, беременных и кормящих кошек, с индейкой, 1,5 кг",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/korm-suhoy-dlya-kotyat-beremennyh-i-kormyashchih-koshek-s-indeykoy-400g.html,1549,1549,Brit
164053,"Корм сухой для взрослых привередливых кошек, с индейкой и уткой, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-priveredlivyh-koshek-s-indeykoy-i-utkoy-400g.html,445,445,Brit
31170,"Science Plan Perfect Weight Сухой корм для взрослых кошек, склонных к избыточному весу, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/Korm_dlya_koshek_Hills_idelnyy_ves_s_kuritsey.html,3179,3179,Hill's
50354,"Science Plan Hairball Indoor Сухой корм для выведения шерсти из желудка у домашних кошек, с курицей, 300 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Hills_Heyrbal_Kontrol_dlya_vyvoda_shersti_kuritsa.html,695,695,Hill's
166327,"Cat Sterilised Сухой корм для стерилизованных кошек, лосось и ячмень, 7,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/cat-sterilised-sukhoy-korm-dlya-sterilizovannykh-koshek-losos-i-yachmen-7-5-kg.html,7785,7785,Guabi Natural
166053,"Holistic Grain Free Корм для взрослых кошек с индейкой, 300г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/holistic-grain-free-korm-dlya-vzroslyh-koshek-s-indeykoy-300g.html,315,315,Grand Prix
163725,"Корм сухой для кошек Здоровье почек, с лососем, 2,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-zdorove-pochek-s-lososem-2-5kg.html,1407,985,Perfect Fit
163723,"Корм сухой для стерилизованных кошек, с лососем,10 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-lososem-10kg.html,5435,4892,Perfect Fit
159181,"Science Plan Culinary Creations Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с лососем и морковью, 10 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-lososem-i-morkovyu-mesh-10kg.html,12845,9634,Hill's
158585,"Immunity Корм сухой для кошек, говядина, семена льна и голубика, 5,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/immuniti-korm-sukhoy-dlya-koshek-govyadina-semena-lna-i-golubika-5-5kg.html,3225,2258,Perfect Fit
158583,"Immunity Корм сухой для кошек, индейка, спирулина и клюква, 580 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/immuniti-korm-sukhoy-dlya-koshek-indeyka-spirulina-i-klyukva-580g.html,417,292,Perfect Fit
158579,"Immunity Корм сухой для кошек, говядина, семена льна и голубика, 1,1 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/immuniti-korm-sukhoy-dlya-koshek-govyadina-semena-lna-i-golubika-1-1kg.html,735,515,Perfect Fit
146926,Двойная Вкуснятина для взрослых кошек с рыбой 200 г,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-ryboy-200-g.html,123,105,Felix
146924,"Двойная Вкуснятина сухой корм для взрослых кошек для взрослых кошек с птицей, 200 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-pticey-200-g.html,123,105,Felix
146922,"Двойная Вкуснятина сухой корм для взрослых кошек для взрослых кошек с мясом, 200 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-myasom-200-g.html,123,105,Felix
134559,"Мясное объедение сухой корм для взрослых кошек с говядиной, 600 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/felix-600g-dlya-koshek-myasnoe-obedenie-govyadina.html,315,256,Felix
134556,"Мясное объедение сухой корм для взрослых кошек с курицей, 1,3 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/felix-1-3kg-dlya-koshek-myasnoe-obedenie-kurica.html,649,552,Felix
115008,"Корм сухой для кошек для красоты шерсти и здоровья кожи с индейкой, 650г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-krasota-shersti-i-zdorove-kozhi-s-indeykoy.html,417,292,Perfect Fit
112322,"Двойная Вкуснятина сухой корм для котят до 1 года для котят до 1 года с курочкой, 600 г",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/felix-d-kotyat-dvoynvkus-kurochka-8x600g.html,317,257,Felix
42968,"Корм сухой для домашних кошек с курицей, 650 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Perfect_Fit_suhoy_korm_dlya_domashnih_koshek_kuritsa.html,417,292,Perfect Fit
41872,"Корм сухой для котят от 2 до 12 месяцев с курицей, 650 г",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/Perfect_Fit_Junior_suhoy_korm_dlya_kotyat_kuritsa.html,417,292,Perfect Fit
41875,"Корм сухой для кошек с чувствительным пищеварением с индейкой, 650 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Perfect_Fit_suhoy_korm_dlya_koshek_s_chuvstvitelnym_pishchevareniem_indeyka.html,417,292,Perfect Fit
41873,"Корм сухой для стерилизованных кошек с курицей, 650 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Perfect_Fit_suhoy_korm_dlya_kastrirovannyh_kotov_i_sterilizovannyh_koshek_kuritsa.html,417,292,Perfect Fit
31094,"Корм сухой для стерилизованных кошек с говядиной, 650 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_Perfekt_Fit_dlya_sterilizovannyh_kotov_i_koshek_s_govyadinoypak__650g_1020581.html,417,292,Perfect Fit
31090,"Корм сухой для стерилизованных кошек старше 7 лет с курицей, 650 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_Perfekt_Fit_dlya_koshek_starshe_7_let_s_kuritsey_pak__650g_1020578.html,417,292,Perfect Fit
143093,"Science Plan No Grain Беззлаковый сухой корм для котят, с курицей, 1.5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sp-korm-d-kotyat-b-z-kur-kart-6-1-5kg.html,2807,2807,Hill's
135530,"Корм сухой для кошек Курочка аппетитная, 800 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-appetitnaya-kurochka.html,233,233,Kitekat
129579,"Корм сухой для кошек подушечки паштет говядина, 13,8 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-govyadina4.html,5167,5167,Whiskas
128787,"Корм сухой для кошек подушечки паштет говядина, 5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-govyadina3.html,2125,2125,Whiskas
128781,"Корм сухой для кошек подушечки паштет говядина, 350 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-govyadina.html,163,163,Whiskas
104627,"Science Plan Сухой корм для котят для здорового роста и развития, с курицей, 3 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-kotyat-dlya-zdorovogo-rosta-i-razvitiya-s-kuricey-3-kg.html,4297,4297,Hill's
43421,"Корм для стерилизованных кошек и котов старше 1 года, с курицей и вкусными подушечками, 5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_Viskas_suhoy_dlya_sterilizovannyh_koshek_i_kastrirovannyhkotovkuritsa.html,2125,2125,Whiskas
41834,"Корм для взрослых кошек, телятинка аппетитная, 350 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Kitekat_suhoy_korm_dlya_koshek_Appetitnaya_telyatinka.html,107,107,Kitekat
41832,"Корм сухой для взрослых кошек, мясной пир, 350 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Kitekat_suhoy_korm_dlya_koshek_Myasnoy_pir.html,107,107,Kitekat
41826,"Корм для кошек старше 1 года, вкусные подушечки с нежным паштетом, аппетитное ассорти с курицей и индейкой, 350 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Whiskas_suhoy_korm_dlya_koshek_Vkusnye_podushechki_s_negnym_pashtetom_kuritsaindeyka.html,163,163,Whiskas
41822,"Корм для котят от 2 до 12 месяцев, вкусные подушечки с молоком, аппетитное ассорти с индейкой и морковью, 350 г",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/Whiskas_suhoy_korm_dlya_kotyat_assorti_indeykamorkov_i_podushechki_s_molokom.html,163,163,Whiskas
31058,"Корм для стерилизованных кошек и котов старше 1 года, с говядиной и вкусными подушечками, 350 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Viskas__suhoy__dlya_sterilizovanyh_koshek_i_kastrirovannyhkotov_govyadina_up__350g_1016207.html,163,163,Whiskas
81097,"Kitten корм для здорового роста котят в возрасте от 1 до 12 месяцев, беременных и кормящих кошек, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/monge-cat-korm-dlya-kotyat-1-5-kg.html,1999,1999,Monge
164063,"Корм сухой для стерилизованных кошек, с морской рыбой и индейкой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-morskoy-ryboy-i-indeykoy-400g.html,1615,1615,Brit
49573,"Adult Сухой корм для взрослых кошек, с лососем, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Wellkiss_korm_suhoy_dlya_vzroslyh_koshek_sososem.html,1199,1199,Wellkiss
164064,"Корм сухой для взрослых кошек, с белой рыбой и индейкой, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-beloy-ryboy-i-indeykoy-400g.html,445,445,Brit
164057,"Корм сухой для взрослых кошек, с индейкой и ягненком, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-indeykoy-i-yagnenkom-400g.html,445,445,Brit
129577,"Корм сухой для кошек подушечки паштет курица и индейка, 13,8 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-kurica-i-indeyka.html,5167,5167,Whiskas
43045,"Двойная Вкуснятина сухой корм для взрослых кошек для взрослых кошек с мясом, 750 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Feliks_dlya_koshek_Dvoynaya_vkusnyatina_Myaso.html,349,349,Felix

Санкт-Петербург:
id товара,наименование,ссылка на товар,регулярная цена,промо цена,бренд
138270,"Adult Sterilized Classic Сухой корм для стерилизованных кошек, с курицей, 4 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/classic-korm-dlya-sterilizovannyh-koshek-s-kuricey.html,2169,2169,Ownat
124629,"Adult Sterilized Корм сухой беззерновой для стерилизованных кошек, с курицей, 3 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/just-korm-dlya-sterilizovannyh-koshek-bezzernovoy-s-kuricey.html,2745,2745,Ownat
119901,"N&D PRIME сухой корм для стерилизованных кошек, с курицей и гранатом, 1,5кг",https://4lapy.ru/catalog/koshki/korm-koshki/kholistik/farmina-n-d-prime-cat-neutered-chicken-pomegranate-adult-300g.html,3349,3349,Farmina
155680,"Корм сухой для котят, беременных и кормящих кошек, с курицей, 1,5 кг (крупные гранулы)",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-sukhoy-dlya-kotyat-s-kuritsey.html,1699,1275,Grandin
155319,"Adult Large Breed Brillant-Hairball Сухой корм для кошек крупных пород, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-krupnyh-porod-s-kuricey-1-5-kg.html,1249,1062,UNICA
110852,"Exigent Корм сухой для привередливых кошек, с ягненком, 1.5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-priveredlivyh-koshek-s-yagnenkom.html,1199,1199,Wellkiss
110855,"Indoor Корм сухой для домашних кошек, с индейкой, 1.5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-domashnih-koshek-s-indeykoy.html,1199,1199,Wellkiss
45708,"Sterilised 37 сухой корм для стерилизованных кошек с 1 до 7 лет, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Sterilised_37_suhoy_korm_dlya_sterilizovannyh_koshek.html,2419,2057,Royal Canin
112529,"Сухой корм для стерилизованных кошек, четыре вида мяса, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-grandorf-dlya-sterilizovannyh-koshek-chetyre-vida-myasa-s-burym-risom-400g.html,3155,3155,Grandorf
148185,"Adult Sterilized Корм сухой для стерилизованных кошек, с ягненком, 8 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-steril-s-yagnenkom.html,4299,4299,Wellkiss
117421,"Adult Sterilized Ultra Сухой корм для стерилизованных кошек, с индейкой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/ultra-korm-dlya-sterilizovannyh-koshek-s-indeykoy.html,1695,1695,Ownat
148716,"Корм сухой для стерилизованных кошек, с ягненком, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-yagnenkom1.html,1499,1499,Mealfeel
113385,"Adult Sterilized Grain Free Сухой корм для стерилизованных кошек, с курицей и индейкой, 1 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/ownat-gf-prime-dlya-sterilizovannyh-koshek-1-kg.html,1315,1315,Ownat
155684,"Sterilized Grain free Корм сухой для кастрированных котов и стерилизованных кошек в возрасте от 1 года до 7 лет, с курицей, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-kuricey1.html,1699,1699,Grandin
148712,"Корм сухой для стерилизованных кошек, с лососем, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-lososem.html,1499,1499,Mealfeel
148706,"Корм сухой для кошек с чувствительным пищеварением, с индейкой и лососем, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-indeykoy-i-lososem.html,1499,1499,Mealfeel
77326,"Sterilised Сухой корм для стерилизованных кошек старше 7 лет, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-sterilayzd-7-pak-400-g.html,1819,1547,Royal Canin
120008,"Vet Life Gastrointestinal диетический сухой корм для кошек при заболеваниях ЖКТ, с курицей, 2кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/vet-life-natural-diet-cat-gastro-intestinal-400-gr.html,3769,3769,Farmina
112517,"Сухой корм для домашних кошек, ягненок с индейкой, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-grandorf-dlya-domashnih-koshek-yagnenok-s-risom-400g.html,2919,2919,Grandorf
119896,"N&D PRIME сухой корм для кошек, с ягненком и черникой, 1,5кг",https://4lapy.ru/catalog/koshki/korm-koshki/kholistik/farmina-n-d-prime-cat-lamb-blueberry-adult-300g.html,3359,3359,Farmina
41900,"Sterilised сухой корм для пожилых кошек для стерилизованных с индейкой, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_Sterilised_suhoy_korm_dlya_koshek_starshe_7et_indeyka.html,1869,1496,PRO PLAN®
138252,"Classic Сухой корм для кошек Ежедневная забота, с курицей, 1.5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/classic-korm-dlya-koshek-daily-care-s-kuricey.html,825,825,Ownat
112520,"Сухой корм для стерилизованных кошек, кролик с индейкой, 2кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-grandorf-dlya-sterilizovannyh-koshek-krolik-s-risom-400g.html,2919,2919,Grandorf
148698,"Корм сухой для котят, с курицей и индейкой, 1,5 кг",https://4lapy.ru/catalog/koshki/tovary-dlya-kotyat/korm-zaveli-kotenka/korm-suhoy-dlya-kotyat-s-kuricey-i-indeykoy.html,1499,1499,Mealfeel
42570,"Urinary S/O LP34 корм для кошек при заболеваниях дистального отдела мочевыделительной системы, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/Royal_Canin_Urinary_SO_dieticheskiy_suhoy_korm_dlya_koshek_pri_MKB.html,2515,2515,Royal Canin
148192,"Adult Exigent Корм сухой для привередливых кошек, с индейкой, 8 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-priveredlivyh-koshek-s-indeykoy.html,4299,4299,Wellkiss
140799,"Indoor Сухой корм для кошек, с ягненком, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/indoor-suhoy-korm-dlya-koshek-s-yagnenkom.html,1699,1699,Grandin
113389,"Adult Chicken Корм сухой беззерновой для кошек, с курицей, 1 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/just-korm-dlya-koshek-bezzernovoy-s-kuricey.html,1099,1099,Ownat
146995,"Adult Sterilized Sensitive сухой корм для стерилизованных кошек с тунцом, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-tuncom1.html,1179,590,UNICA
137187,"OCEAN CAT корм сухой для стерилизованных кошек и кастрированных котов, с сельдью и апельсином, 1,5кг",https://4lapy.ru/catalog/koshki/korm-koshki/kholistik/farmina-n-d-oushen-ket-seld-i-apelsin-dlya-sterilizovannyh-koshek-i-kastrirovannyh-kotov-300g.html,3595,3236,Farmina
132686,"Sterilised Сухой корм для стерилизованных кошек с индейкой, 1,5 кг + 400г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-1-5kg-d-sterkoshaftekeaindkur-1-5kg-400g.html,1869,1869,PRO PLAN®
112514,"Сухой корм для котят, ягненок с индейкой, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-grandorf-dlya-kotyat-yagnenok-s-risom-400g.html,2919,2919,Grandorf
112523,"Сухой корм для домашних кошек, белая рыба с индейкой, 2 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-grandorf-dlya-domashnih-koshek-belaya-ryba-s-burym-risom-400g.html,2919,2919,Grandorf
113391,"Ultra Корм для кошек, с курицей и рисом, 1,5 кг",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/ultra-korm-dlya-koshek-s-kuricey-i-risom.html,1645,1399,Ownat
